exam1,exam2,exam3,exam4,exam5,exam6,exam7,exam8
0068,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0014,0031,0032,0033,0074,no_exam,no_exam,no_exam
0030,0040,0042,0070,no_exam,no_exam,no_exam,no_exam
0027,0030,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0033,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0079,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0029,0067,0068,0072,no_exam,no_exam,no_exam,no_exam
0038,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0011,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0052,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0063,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0058,0059,0060,no_exam,no_exam,no_exam,no_exam,no_exam
0081,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0015,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0015,0033,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0027,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0078,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0002,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0016,0019,0030,no_exam,no_exam,no_exam,no_exam,no_exam
0019,0020,0026,0030,no_exam,no_exam,no_exam,no_exam
0009,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0003,0011,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0026,0074,0077,0079,no_exam,no_exam,no_exam,no_exam
0077,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0027,0030,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0077,0078,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0073,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0078,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0015,0033,0077,no_exam,no_exam,no_exam,no_exam,no_exam
0022,0045,0046,0047,0056,no_exam,no_exam,no_exam
0078,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0014,0018,0020,0024,0030,no_exam,no_exam,no_exam
0010,0013,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0077,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0078,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0032,0033,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0027,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0046,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0040,0042,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0036,0057,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0052,0063,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0018,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0077,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0080,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0080,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0029,0069,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0055,0056,0058,no_exam,no_exam,no_exam,no_exam,no_exam
0033,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0075,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0030,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0026,0046,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0033,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0040,0069,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0033,0078,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0013,0018,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0054,0056,0063,0064,no_exam,no_exam,no_exam,no_exam
0050,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0007,0012,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0075,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0023,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0079,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0015,0026,0028,0033,no_exam,no_exam,no_exam,no_exam
0020,0034,0049,0053,no_exam,no_exam,no_exam,no_exam
0014,0073,0076,0077,no_exam,no_exam,no_exam,no_exam
0041,0073,0074,no_exam,no_exam,no_exam,no_exam,no_exam
0031,0032,0066,0074,no_exam,no_exam,no_exam,no_exam
0013,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0076,0081,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0063,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0033,0079,0081,no_exam,no_exam,no_exam,no_exam,no_exam
0066,0075,0077,0078,0079,no_exam,no_exam,no_exam
0014,0019,0031,0032,0033,0074,no_exam,no_exam
0040,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0075,0076,0077,0078,0079,0080,no_exam,no_exam
0070,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0024,0030,0036,0051,0055,0068,no_exam,no_exam
0034,0040,0056,0069,no_exam,no_exam,no_exam,no_exam
0054,0058,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0075,0076,0081,no_exam,no_exam,no_exam,no_exam,no_exam
0012,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0026,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0049,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0019,0023,0024,0027,0028,0030,no_exam,no_exam
0033,0076,0077,0080,no_exam,no_exam,no_exam,no_exam
0015,0022,0030,0032,0033,no_exam,no_exam,no_exam
0076,0077,0078,0079,no_exam,no_exam,no_exam,no_exam
0066,0073,0080,no_exam,no_exam,no_exam,no_exam,no_exam
0019,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0069,0070,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0001,0010,0023,no_exam,no_exam,no_exam,no_exam,no_exam
0019,0025,0070,no_exam,no_exam,no_exam,no_exam,no_exam
0044,0047,0048,0050,0063,no_exam,no_exam,no_exam
0073,0076,0077,0081,no_exam,no_exam,no_exam,no_exam
0010,0019,0022,0023,no_exam,no_exam,no_exam,no_exam
0015,0080,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0040,0042,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0026,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0029,0069,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0075,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0055,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0052,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0042,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0037,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0073,0075,0077,0079,no_exam,no_exam,no_exam,no_exam
0033,0078,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0015,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0021,0024,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0018,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0039,0042,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0007,0013,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0016,0039,0069,no_exam,no_exam,no_exam,no_exam,no_exam
0061,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0014,0020,0073,no_exam,no_exam,no_exam,no_exam,no_exam
0031,0033,0066,0074,no_exam,no_exam,no_exam,no_exam
0027,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0024,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0079,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0061,0063,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0039,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0033,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0080,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0033,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0033,0079,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0002,0004,0006,0011,0013,no_exam,no_exam,no_exam
0068,0071,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0073,0076,0080,no_exam,no_exam,no_exam,no_exam,no_exam
0057,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0070,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0063,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0034,0044,0055,0068,no_exam,no_exam,no_exam,no_exam
0023,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0023,0026,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0015,0033,0077,0080,no_exam,no_exam,no_exam,no_exam
0019,0076,0077,0081,no_exam,no_exam,no_exam,no_exam
0021,0029,0040,no_exam,no_exam,no_exam,no_exam,no_exam
0019,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0059,0060,0068,0069,0070,no_exam,no_exam,no_exam
0077,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0031,0073,0078,0080,no_exam,no_exam,no_exam,no_exam
0002,0013,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0013,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0073,0077,0080,no_exam,no_exam,no_exam,no_exam,no_exam
0034,0049,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0032,0033,0076,0077,0080,0081,no_exam,no_exam
0014,0031,0032,0074,no_exam,no_exam,no_exam,no_exam
0015,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0016,0044,0047,0048,0069,no_exam,no_exam,no_exam
0013,0021,0023,0027,no_exam,no_exam,no_exam,no_exam
0031,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0001,0008,0010,0013,no_exam,no_exam,no_exam,no_exam
0001,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0075,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0022,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0040,0041,0050,0072,no_exam,no_exam,no_exam,no_exam
0008,0019,0021,no_exam,no_exam,no_exam,no_exam,no_exam
0027,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0049,0069,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0034,0070,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0033,0078,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0047,0049,0051,0057,no_exam,no_exam,no_exam,no_exam
0021,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0073,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0078,0080,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0004,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0030,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0020,0073,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0070,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0021,0030,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0073,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0004,0007,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0047,0049,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0063,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0073,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0015,0077,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0057,0063,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0040,0054,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0029,0030,0063,0064,no_exam,no_exam,no_exam,no_exam
0078,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0022,0033,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0063,0064,0070,no_exam,no_exam,no_exam,no_exam,no_exam
0024,0044,0049,0057,no_exam,no_exam,no_exam,no_exam
0076,0080,0081,no_exam,no_exam,no_exam,no_exam,no_exam
0019,0073,0076,0081,no_exam,no_exam,no_exam,no_exam
0081,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0004,0008,0011,0013,no_exam,no_exam,no_exam,no_exam
0021,0023,0035,0036,0051,no_exam,no_exam,no_exam
0073,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0073,0075,0077,0079,no_exam,no_exam,no_exam,no_exam
0041,0065,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0019,0037,0055,0056,no_exam,no_exam,no_exam,no_exam
0001,0002,0003,0027,no_exam,no_exam,no_exam,no_exam
0010,0013,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0037,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0015,0033,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0008,0027,0030,no_exam,no_exam,no_exam,no_exam,no_exam
0044,0048,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0066,0076,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0029,0066,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0042,0046,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0042,0046,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0036,0049,0051,0068,no_exam,no_exam,no_exam,no_exam
0024,0029,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0079,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0037,0038,0039,0040,0042,no_exam,no_exam,no_exam
0014,0032,0033,0066,no_exam,no_exam,no_exam,no_exam
0036,0045,0051,0069,no_exam,no_exam,no_exam,no_exam
0036,0038,0040,0068,0069,no_exam,no_exam,no_exam
0081,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0033,0080,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0076,0077,0080,no_exam,no_exam,no_exam,no_exam,no_exam
0001,0010,0013,no_exam,no_exam,no_exam,no_exam,no_exam
0026,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0075,0077,0081,no_exam,no_exam,no_exam,no_exam,no_exam
0067,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0042,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0016,0053,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0035,0052,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0015,0081,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0023,0038,0039,no_exam,no_exam,no_exam,no_exam,no_exam
0021,0030,0070,0071,no_exam,no_exam,no_exam,no_exam
0080,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0073,0075,0079,0081,no_exam,no_exam,no_exam,no_exam
0019,0073,0080,no_exam,no_exam,no_exam,no_exam,no_exam
0081,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0019,0053,0054,0071,no_exam,no_exam,no_exam,no_exam
0007,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0052,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0078,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0025,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0076,0077,0080,no_exam,no_exam,no_exam,no_exam,no_exam
0076,0077,0080,no_exam,no_exam,no_exam,no_exam,no_exam
0080,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0046,0049,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0023,0027,0034,0040,no_exam,no_exam,no_exam,no_exam
0073,0075,0076,0080,0081,no_exam,no_exam,no_exam
0014,0023,0025,0027,0028,no_exam,no_exam,no_exam
0075,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0015,0077,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0077,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0037,0038,0041,0065,0070,no_exam,no_exam,no_exam
0055,0060,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0040,0069,0070,no_exam,no_exam,no_exam,no_exam,no_exam
0002,0007,0011,0012,no_exam,no_exam,no_exam,no_exam
0010,0011,0017,0020,no_exam,no_exam,no_exam,no_exam
0019,0036,0040,0054,no_exam,no_exam,no_exam,no_exam
0047,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0077,0081,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0065,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0032,0073,0074,no_exam,no_exam,no_exam,no_exam,no_exam
0026,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0033,0066,0073,0075,0076,no_exam,no_exam,no_exam
0080,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0068,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0036,0051,0055,no_exam,no_exam,no_exam,no_exam,no_exam
0042,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0015,0073,0077,0078,no_exam,no_exam,no_exam,no_exam
0073,0075,0081,no_exam,no_exam,no_exam,no_exam,no_exam
0056,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0034,0050,0051,no_exam,no_exam,no_exam,no_exam,no_exam
0066,0078,0080,no_exam,no_exam,no_exam,no_exam,no_exam
0078,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0028,0032,0066,0078,no_exam,no_exam,no_exam,no_exam
0015,0027,0028,no_exam,no_exam,no_exam,no_exam,no_exam
0044,0046,0047,0049,0070,no_exam,no_exam,no_exam
0014,0017,0022,0031,0032,0033,no_exam,no_exam
0024,0027,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0021,0028,0031,0032,0033,0074,no_exam,no_exam
0077,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0047,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0080,0081,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0076,0077,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0004,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0073,0075,0076,0081,no_exam,no_exam,no_exam,no_exam
0022,0080,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0019,0055,0059,0060,no_exam,no_exam,no_exam,no_exam
0021,0024,0029,no_exam,no_exam,no_exam,no_exam,no_exam
0040,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0063,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0021,0022,0024,0025,0027,0030,no_exam,no_exam
0036,0037,0038,no_exam,no_exam,no_exam,no_exam,no_exam
0002,0003,0006,0010,no_exam,no_exam,no_exam,no_exam
0020,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0003,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0022,0023,0024,no_exam,no_exam,no_exam,no_exam,no_exam
0023,0044,0047,0049,no_exam,no_exam,no_exam,no_exam
0014,0031,0033,0066,0074,no_exam,no_exam,no_exam
0019,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0015,0019,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0010,0019,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0027,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0027,0040,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0052,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0001,0004,0006,0011,0013,no_exam,no_exam,no_exam
0061,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0017,0023,0073,0078,no_exam,no_exam,no_exam,no_exam
0015,0036,0051,0063,no_exam,no_exam,no_exam,no_exam
0015,0031,0033,0066,0074,no_exam,no_exam,no_exam
0070,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0033,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0027,0080,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0077,0079,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0018,0029,0030,no_exam,no_exam,no_exam,no_exam,no_exam
0015,0018,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0036,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0021,0058,0059,no_exam,no_exam,no_exam,no_exam,no_exam
0021,0066,0081,no_exam,no_exam,no_exam,no_exam,no_exam
0014,0073,0077,0078,0079,no_exam,no_exam,no_exam
0018,0026,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0018,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0015,0027,0032,no_exam,no_exam,no_exam,no_exam,no_exam
0010,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0033,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0019,0032,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0021,0040,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0015,0026,0027,0030,no_exam,no_exam,no_exam,no_exam
0011,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0007,0030,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0073,0076,0080,no_exam,no_exam,no_exam,no_exam,no_exam
0019,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0015,0019,0032,0066,no_exam,no_exam,no_exam,no_exam
0002,0003,0007,0011,0012,no_exam,no_exam,no_exam
0081,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0079,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0017,0019,0023,0027,no_exam,no_exam,no_exam,no_exam
0066,0077,0080,no_exam,no_exam,no_exam,no_exam,no_exam
0027,0037,0040,0073,no_exam,no_exam,no_exam,no_exam
0033,0074,0079,no_exam,no_exam,no_exam,no_exam,no_exam
0075,0076,0081,no_exam,no_exam,no_exam,no_exam,no_exam
0018,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0015,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0076,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0015,0032,0033,0066,no_exam,no_exam,no_exam,no_exam
0055,0068,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0001,0003,0007,no_exam,no_exam,no_exam,no_exam,no_exam
0016,0027,0038,no_exam,no_exam,no_exam,no_exam,no_exam
0018,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0031,0073,0077,no_exam,no_exam,no_exam,no_exam,no_exam
0017,0027,0030,no_exam,no_exam,no_exam,no_exam,no_exam
0033,0076,0077,no_exam,no_exam,no_exam,no_exam,no_exam
0073,0075,0076,0081,no_exam,no_exam,no_exam,no_exam
0034,0044,0049,0069,no_exam,no_exam,no_exam,no_exam
0024,0027,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0052,0053,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0026,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0033,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0033,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0018,0024,0027,0030,no_exam,no_exam,no_exam,no_exam
0016,0032,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0075,0076,0081,no_exam,no_exam,no_exam,no_exam,no_exam
0072,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0037,0069,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0033,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0066,0076,0077,no_exam,no_exam,no_exam,no_exam,no_exam
0036,0044,0046,0047,0049,no_exam,no_exam,no_exam
0042,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0021,0023,0027,0034,no_exam,no_exam,no_exam,no_exam
0019,0022,0030,0033,no_exam,no_exam,no_exam,no_exam
0041,0063,0064,no_exam,no_exam,no_exam,no_exam,no_exam
0002,0007,0011,0012,no_exam,no_exam,no_exam,no_exam
0020,0036,0037,no_exam,no_exam,no_exam,no_exam,no_exam
0021,0078,0079,no_exam,no_exam,no_exam,no_exam,no_exam
0038,0040,0054,0055,no_exam,no_exam,no_exam,no_exam
0066,0073,0080,no_exam,no_exam,no_exam,no_exam,no_exam
0074,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0049,0051,0068,0069,no_exam,no_exam,no_exam,no_exam
0027,0066,0076,0080,no_exam,no_exam,no_exam,no_exam
