exam1,exam2,exam3,exam4,exam5,exam6,exam7,exam8,exam9
0363,0364,0376,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0202,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0159,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0220,0221,0364,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0197,0201,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0429,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0014,0169,0219,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0083,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0307,0309,0311,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0194,0199,0457,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0063,0072,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0031,0291,0319,0325,no_exam,no_exam,no_exam,no_exam,no_exam
0178,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0051,0258,0293,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0162,0163,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0016,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0372,0389,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0014,0219,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0079,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0142,0150,0254,0263,0395,no_exam,no_exam,no_exam,no_exam
0280,0281,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0372,0389,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0070,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0070,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0344,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0068,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0345,0348,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0201,0203,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0132,0135,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0285,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0409,0411,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0323,0327,0328,0343,no_exam,no_exam,no_exam,no_exam,no_exam
0028,0051,0175,0250,0290,no_exam,no_exam,no_exam,no_exam
0141,0274,0288,0290,0365,no_exam,no_exam,no_exam,no_exam
0372,0389,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0410,0411,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0253,0361,0382,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0363,0364,0375,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0177,0184,0187,0246,no_exam,no_exam,no_exam,no_exam,no_exam
0410,0412,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0213,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0221,0363,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0044,0051,0212,0293,no_exam,no_exam,no_exam,no_exam,no_exam
0285,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0458,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0078,0082,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0232,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0364,0375,0376,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0225,0226,0243,0254,0396,no_exam,no_exam,no_exam,no_exam
0083,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0077,0081,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0214,0360,0361,0383,no_exam,no_exam,no_exam,no_exam,no_exam
0180,0181,0193,0395,no_exam,no_exam,no_exam,no_exam,no_exam
0170,0372,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0357,0359,0378,0386,0395,no_exam,no_exam,no_exam,no_exam
0364,0375,0376,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0364,0373,0374,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0041,0253,0293,0317,0394,no_exam,no_exam,no_exam,no_exam
0455,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0052,0056,0057,0058,no_exam,no_exam,no_exam,no_exam,no_exam
0035,0163,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0159,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0006,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0184,0189,0317,0396,0461,no_exam,no_exam,no_exam,no_exam
0374,0384,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0212,0326,0327,0328,no_exam,no_exam,no_exam,no_exam,no_exam
0003,0005,0008,0215,0357,no_exam,no_exam,no_exam,no_exam
0083,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0427,0428,0429,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0082,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0066,0071,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0013,0390,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0078,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0460,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0281,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0021,0026,0040,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0035,0037,0038,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0346,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0303,0304,0415,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0184,0192,0318,0395,no_exam,no_exam,no_exam,no_exam,no_exam
0159,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0351,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0155,0157,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0364,0384,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0075,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0040,0245,0445,0453,no_exam,no_exam,no_exam,no_exam,no_exam
0329,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0197,0199,0201,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0078,0079,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0118,0124,0125,0127,0254,0258,no_exam,no_exam,no_exam
0167,0356,0360,0361,0388,no_exam,no_exam,no_exam,no_exam
0291,0322,0343,0435,no_exam,no_exam,no_exam,no_exam,no_exam
0172,0174,0182,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0040,0098,0103,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0098,0099,0100,0104,0121,0257,0396,no_exam,no_exam
0168,0252,0323,0325,no_exam,no_exam,no_exam,no_exam,no_exam
0050,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0307,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0201,0202,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0034,0047,0051,0247,0293,no_exam,no_exam,no_exam,no_exam
0090,0091,0094,0172,no_exam,no_exam,no_exam,no_exam,no_exam
0460,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0085,0094,0103,0116,0125,0243,no_exam,no_exam,no_exam
0141,0145,0174,0268,0396,no_exam,no_exam,no_exam,no_exam
0172,0245,0254,0436,no_exam,no_exam,no_exam,no_exam,no_exam
0131,0136,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0142,0146,0147,0148,0269,no_exam,no_exam,no_exam,no_exam
0001,0245,0290,0365,no_exam,no_exam,no_exam,no_exam,no_exam
0381,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0172,0317,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0323,0326,0331,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0202,0213,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0184,0191,0295,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0146,0147,0149,0150,0151,0264,no_exam,no_exam,no_exam
0041,0321,0327,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0093,0094,0098,0320,no_exam,no_exam,no_exam,no_exam,no_exam
0004,0009,0010,0011,0361,no_exam,no_exam,no_exam,no_exam
0165,0212,0354,0385,no_exam,no_exam,no_exam,no_exam,no_exam
0202,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0158,0159,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0166,0167,0217,0352,0359,no_exam,no_exam,no_exam,no_exam
0167,0215,0255,0361,no_exam,no_exam,no_exam,no_exam,no_exam
0169,0389,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0309,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0167,0257,0290,0359,0361,no_exam,no_exam,no_exam,no_exam
0015,0373,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0049,0168,0210,0294,no_exam,no_exam,no_exam,no_exam,no_exam
0023,0026,0044,0254,no_exam,no_exam,no_exam,no_exam,no_exam
0105,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0070,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0372,0389,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0254,0331,0332,0335,0341,no_exam,no_exam,no_exam,no_exam
0444,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0070,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0179,0293,0323,0342,no_exam,no_exam,no_exam,no_exam,no_exam
0079,0081,0082,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0409,0411,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0259,0278,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0098,0099,0101,0104,0121,no_exam,no_exam,no_exam,no_exam
0108,0109,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0255,0327,0328,0341,0397,no_exam,no_exam,no_exam,no_exam
0107,0108,0109,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0408,0409,0410,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0155,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0285,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0216,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0202,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0372,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0454,0455,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0013,0169,0362,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0023,0024,0026,0030,0033,no_exam,no_exam,no_exam,no_exam
0197,0203,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0076,0080,0082,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0159,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0202,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0076,0389,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0055,0058,0059,0255,no_exam,no_exam,no_exam,no_exam,no_exam
0184,0187,0189,0193,no_exam,no_exam,no_exam,no_exam,no_exam
0009,0010,0011,0357,0360,0361,no_exam,no_exam,no_exam
0023,0024,0026,0031,0033,no_exam,no_exam,no_exam,no_exam
0159,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0039,0182,0184,0188,0190,0396,no_exam,no_exam,no_exam
0453,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0212,0318,0323,0341,no_exam,no_exam,no_exam,no_exam,no_exam
0168,0396,0449,0451,0452,no_exam,no_exam,no_exam,no_exam
0327,0328,0331,0334,no_exam,no_exam,no_exam,no_exam,no_exam
0449,0451,0452,0453,no_exam,no_exam,no_exam,no_exam,no_exam
0040,0254,0292,0414,no_exam,no_exam,no_exam,no_exam,no_exam
0116,0117,0124,0127,0212,no_exam,no_exam,no_exam,no_exam
0328,0334,0335,0336,no_exam,no_exam,no_exam,no_exam,no_exam
0219,0373,0390,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0252,0261,0263,0265,0293,0396,no_exam,no_exam,no_exam
0145,0212,0269,0275,0461,no_exam,no_exam,no_exam,no_exam
0381,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0015,0364,0375,0376,no_exam,no_exam,no_exam,no_exam,no_exam
0135,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0281,0282,0284,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0025,0026,0030,0031,0033,0258,no_exam,no_exam,no_exam
0003,0005,0008,0360,0361,no_exam,no_exam,no_exam,no_exam
0326,0327,0341,0343,0396,no_exam,no_exam,no_exam,no_exam
0265,0266,0270,0274,0276,no_exam,no_exam,no_exam,no_exam
0150,0264,0270,0272,no_exam,no_exam,no_exam,no_exam,no_exam
0293,0318,0325,0414,no_exam,no_exam,no_exam,no_exam,no_exam
0202,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0179,0327,0331,0337,0343,no_exam,no_exam,no_exam,no_exam
0196,0199,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0455,0456,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0015,0220,0364,0384,no_exam,no_exam,no_exam,no_exam,no_exam
0166,0167,0218,0359,0360,no_exam,no_exam,no_exam,no_exam
0194,0195,0198,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0068,0307,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0008,0245,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0177,0181,0193,0461,no_exam,no_exam,no_exam,no_exam,no_exam
0330,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0443,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0002,0167,0353,0377,0388,no_exam,no_exam,no_exam,no_exam
0212,0326,0339,0341,no_exam,no_exam,no_exam,no_exam,no_exam
0288,0432,0434,0437,no_exam,no_exam,no_exam,no_exam,no_exam
0178,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0039,0176,0317,0318,no_exam,no_exam,no_exam,no_exam,no_exam
0094,0098,0102,0435,no_exam,no_exam,no_exam,no_exam,no_exam
0023,0029,0253,0257,0395,0396,no_exam,no_exam,no_exam
0230,0238,0245,0402,no_exam,no_exam,no_exam,no_exam,no_exam
0202,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0170,0373,0390,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0112,0252,0289,0414,no_exam,no_exam,no_exam,no_exam,no_exam
0150,0270,0276,0277,0396,no_exam,no_exam,no_exam,no_exam
0150,0184,0187,0192,0296,no_exam,no_exam,no_exam,no_exam
0173,0193,0461,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0326,0328,0331,0332,0339,no_exam,no_exam,no_exam,no_exam
0094,0097,0098,0099,0435,no_exam,no_exam,no_exam,no_exam
0355,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0181,0187,0257,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0322,0326,0327,0396,no_exam,no_exam,no_exam,no_exam,no_exam
0310,0311,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0052,0056,0059,0168,0172,no_exam,no_exam,no_exam,no_exam
0087,0090,0092,0113,0254,no_exam,no_exam,no_exam,no_exam
0323,0326,0331,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0116,0125,0127,0258,0292,no_exam,no_exam,no_exam,no_exam
0425,0426,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0149,0182,0190,0193,no_exam,no_exam,no_exam,no_exam,no_exam
0091,0093,0094,0097,0100,0102,no_exam,no_exam,no_exam
0179,0228,0326,0334,0395,no_exam,no_exam,no_exam,no_exam
0122,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0023,0024,0025,0026,0031,0033,no_exam,no_exam,no_exam
0141,0150,0173,0174,no_exam,no_exam,no_exam,no_exam,no_exam
0143,0214,0272,0371,0380,no_exam,no_exam,no_exam,no_exam
0442,0444,0448,0451,0452,no_exam,no_exam,no_exam,no_exam
0321,0334,0335,0336,no_exam,no_exam,no_exam,no_exam,no_exam
0125,0127,0238,0353,0415,0431,no_exam,no_exam,no_exam
0002,0143,0260,0357,0371,no_exam,no_exam,no_exam,no_exam
0444,0446,0448,0451,0452,no_exam,no_exam,no_exam,no_exam
0116,0117,0123,0127,0243,no_exam,no_exam,no_exam,no_exam
0218,0357,0359,0361,0380,no_exam,no_exam,no_exam,no_exam
0039,0092,0097,0098,0113,0395,no_exam,no_exam,no_exam
0166,0167,0257,0356,0361,no_exam,no_exam,no_exam,no_exam
0146,0147,0149,0296,0461,no_exam,no_exam,no_exam,no_exam
0381,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0342,0435,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0173,0174,0317,0396,no_exam,no_exam,no_exam,no_exam,no_exam
0329,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0324,0326,0331,0341,0343,no_exam,no_exam,no_exam,no_exam
0244,0255,0326,0335,0341,no_exam,no_exam,no_exam,no_exam
0077,0081,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0021,0023,0024,0026,0030,0044,no_exam,no_exam,no_exam
0252,0361,0366,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0363,0364,0384,0390,no_exam,no_exam,no_exam,no_exam,no_exam
0171,0173,0257,0317,no_exam,no_exam,no_exam,no_exam,no_exam
0143,0265,0360,0361,0370,0371,no_exam,no_exam,no_exam
0263,0264,0268,0293,0395,no_exam,no_exam,no_exam,no_exam
0098,0099,0101,0102,0104,0255,no_exam,no_exam,no_exam
0254,0266,0269,0274,0461,no_exam,no_exam,no_exam,no_exam
0179,0245,0254,0326,no_exam,no_exam,no_exam,no_exam,no_exam
0102,0244,0245,0354,no_exam,no_exam,no_exam,no_exam,no_exam
0253,0293,0319,0327,0396,no_exam,no_exam,no_exam,no_exam
0168,0212,0296,0335,0341,0435,no_exam,no_exam,no_exam
0178,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0177,0189,0193,0296,no_exam,no_exam,no_exam,no_exam,no_exam
0251,0357,0382,0383,0387,0395,no_exam,no_exam,no_exam
0356,0358,0361,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0255,0272,0273,0274,0277,no_exam,no_exam,no_exam,no_exam
0179,0328,0341,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0107,0338,0344,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0381,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0438,0447,0450,0452,0453,no_exam,no_exam,no_exam,no_exam
