exam1,exam2,exam3,exam4,exam5,exam6,exam7,exam8
0001,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0439,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0005,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0050,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0291,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0340,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0156,0382,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0064,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0332,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0246,0247,0248,no_exam,no_exam,no_exam,no_exam,no_exam
0154,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0239,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0230,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0294,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0292,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0321,0367,0382,no_exam,no_exam,no_exam,no_exam,no_exam
0306,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0300,0304,0456,no_exam,no_exam,no_exam,no_exam,no_exam
0174,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0050,0292,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0237,0291,0382,0520,no_exam,no_exam,no_exam,no_exam
0221,0235,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0204,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0049,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0427,0454,0524,no_exam,no_exam,no_exam,no_exam,no_exam
0304,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0291,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0101,0283,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0423,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0079,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0294,0304,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0528,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0071,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0354,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0109,0114,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0362,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0358,0365,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0056,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0306,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0291,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0205,0524,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0353,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0354,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0422,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0289,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0347,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0071,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0205,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0205,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0238,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0344,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0112,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0149,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0003,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0014,0061,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0011,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0377,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0317,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0302,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0307,0312,0386,no_exam,no_exam,no_exam,no_exam,no_exam
0040,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0128,0382,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0135,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0330,0385,0406,0452,no_exam,no_exam,no_exam,no_exam
0295,0318,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0117,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0291,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0044,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0361,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0343,0363,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0056,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0154,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0154,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0291,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0260,0376,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0294,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0439,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0050,0146,0156,no_exam,no_exam,no_exam,no_exam,no_exam
0456,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0156,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0001,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0472,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0361,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0156,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0179,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0149,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0329,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0353,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0109,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0004,0007,0009,no_exam,no_exam,no_exam,no_exam,no_exam
0156,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0382,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0087,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0071,0270,0283,no_exam,no_exam,no_exam,no_exam,no_exam
0369,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0178,0216,0265,0342,no_exam,no_exam,no_exam,no_exam
0056,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0315,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0049,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0165,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0110,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0269,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0299,0353,0373,no_exam,no_exam,no_exam,no_exam,no_exam
0418,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0050,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0431,0442,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0205,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0524,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0204,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0061,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0169,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0011,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0018,0020,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0329,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0101,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0445,0447,0449,0451,no_exam,no_exam,no_exam,no_exam
0250,0434,0470,0471,0472,0503,no_exam,no_exam
0187,0192,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0071,0206,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0353,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0138,0140,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0205,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0239,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0422,0427,0527,0528,0529,no_exam,no_exam,no_exam
0419,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0276,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0353,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0525,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0071,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0463,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0208,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0011,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0119,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0026,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0236,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0291,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0173,0205,0418,0524,no_exam,no_exam,no_exam,no_exam
0007,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0178,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0049,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0261,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0302,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0088,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0116,0117,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0321,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0165,0323,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0297,0299,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0056,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0164,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0090,0242,0247,no_exam,no_exam,no_exam,no_exam,no_exam
0056,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0304,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0353,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0524,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0179,0180,0188,0418,0419,no_exam,no_exam,no_exam
0205,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0184,0194,0213,no_exam,no_exam,no_exam,no_exam,no_exam
0381,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0434,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0064,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0524,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0050,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0350,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0244,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0297,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0105,0107,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0016,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0049,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0108,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0328,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0049,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0535,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0001,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0387,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0100,0258,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0045,0291,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0336,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0205,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0049,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0138,0145,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0291,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0163,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0344,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0251,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0205,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0119,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0119,0332,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0205,0318,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0244,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0179,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0448,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0419,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0456,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0351,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0353,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0299,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0442,0443,0444,0532,no_exam,no_exam,no_exam,no_exam
0224,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0207,0210,0218,0419,no_exam,no_exam,no_exam,no_exam
0242,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0282,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0295,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0377,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0525,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0049,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0519,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0366,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0049,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0409,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0423,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0297,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0019,0159,0375,no_exam,no_exam,no_exam,no_exam,no_exam
0291,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0304,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0128,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0299,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0108,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0116,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0050,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0205,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0174,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0012,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0334,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0050,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0292,0381,0386,no_exam,no_exam,no_exam,no_exam,no_exam
0261,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0214,0220,0263,0268,0355,no_exam,no_exam,no_exam
0035,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0014,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0422,0452,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0306,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0132,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0265,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0382,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0071,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0382,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0071,0156,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0153,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0049,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0130,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0358,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0332,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0495,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0064,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0356,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0063,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0071,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0318,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0173,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0217,0237,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0360,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0519,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0205,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0074,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0011,0302,0332,no_exam,no_exam,no_exam,no_exam,no_exam
0001,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0057,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0008,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0304,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0238,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0061,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0252,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0035,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0297,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0050,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0291,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0186,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0011,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0174,0190,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0101,0115,0120,no_exam,no_exam,no_exam,no_exam,no_exam
0148,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0165,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0021,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0064,0065,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0205,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0174,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0353,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0382,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0361,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0024,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0524,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0273,0276,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0075,0331,0353,0356,no_exam,no_exam,no_exam,no_exam
0205,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0189,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0174,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0021,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0246,0248,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0328,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0295,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0527,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0205,0260,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0414,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
