exam1,exam2,exam3,exam4,exam5,exam6,exam7,exam8,exam9
0293,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0013,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0249,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0251,0252,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0366,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0063,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0089,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0126,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0252,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0060,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0077,0086,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0346,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0282,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0063,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0001,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0249,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0236,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0249,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0234,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0282,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0366,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0244,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0366,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0084,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0285,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0293,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0023,0089,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0234,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0234,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0011,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0089,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0301,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0370,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0370,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0370,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0370,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0352,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0346,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0318,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0008,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0235,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0366,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0242,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0019,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0001,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0002,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0063,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0087,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0001,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0333,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0028,0030,0036,0040,0044,0335,0347,no_exam,no_exam
0072,0076,0081,0090,0091,0102,no_exam,no_exam,no_exam
0001,0023,0070,0335,no_exam,no_exam,no_exam,no_exam,no_exam
0072,0075,0077,0080,0085,0087,0103,no_exam,no_exam
0225,0226,0239,0244,no_exam,no_exam,no_exam,no_exam,no_exam
0029,0032,0038,0046,0049,no_exam,no_exam,no_exam,no_exam
0001,0028,0340,0362,no_exam,no_exam,no_exam,no_exam,no_exam
0028,0030,0032,0036,0037,0038,0268,no_exam,no_exam
0021,0142,0241,0373,no_exam,no_exam,no_exam,no_exam,no_exam
0028,0030,0036,0039,0040,0042,0229,no_exam,no_exam
0001,0231,0233,0238,no_exam,no_exam,no_exam,no_exam,no_exam
0025,0028,0030,0059,no_exam,no_exam,no_exam,no_exam,no_exam
0001,0340,0362,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0001,0142,0155,0199,0200,0201,0202,no_exam,no_exam
0030,0031,0036,0044,0268,no_exam,no_exam,no_exam,no_exam
0001,0021,0142,0199,0201,0202,no_exam,no_exam,no_exam
0231,0232,0244,0249,no_exam,no_exam,no_exam,no_exam,no_exam
0078,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0313,0314,0315,0317,no_exam,no_exam,no_exam,no_exam,no_exam
0225,0226,0245,0247,no_exam,no_exam,no_exam,no_exam,no_exam
0231,0234,0236,0241,no_exam,no_exam,no_exam,no_exam,no_exam
0001,0046,0047,0339,0351,0354,no_exam,no_exam,no_exam
0001,0004,0021,0229,0335,no_exam,no_exam,no_exam,no_exam
0169,0170,0287,0288,no_exam,no_exam,no_exam,no_exam,no_exam
0036,0042,0059,0361,no_exam,no_exam,no_exam,no_exam,no_exam
0028,0030,0031,0041,0361,no_exam,no_exam,no_exam,no_exam
0013,0014,0017,0020,no_exam,no_exam,no_exam,no_exam,no_exam
0141,0143,0145,0150,0373,no_exam,no_exam,no_exam,no_exam
0111,0376,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0003,0004,0229,0352,no_exam,no_exam,no_exam,no_exam,no_exam
0030,0036,0038,0042,0044,0320,no_exam,no_exam,no_exam
0086,0142,0373,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0030,0036,0041,0042,0059,no_exam,no_exam,no_exam,no_exam
0240,0282,0296,0298,0304,no_exam,no_exam,no_exam,no_exam
0231,0232,0238,0253,0254,no_exam,no_exam,no_exam,no_exam
0231,0232,0235,0243,no_exam,no_exam,no_exam,no_exam,no_exam
0036,0039,0040,0042,no_exam,no_exam,no_exam,no_exam,no_exam
0231,0232,0234,0237,no_exam,no_exam,no_exam,no_exam,no_exam
0199,0200,0201,0202,0241,0373,no_exam,no_exam,no_exam
0030,0036,0041,0042,0059,0146,no_exam,no_exam,no_exam
0001,0036,0044,0229,no_exam,no_exam,no_exam,no_exam,no_exam
0199,0200,0201,0202,0204,0241,no_exam,no_exam,no_exam
0063,0193,0371,0377,no_exam,no_exam,no_exam,no_exam,no_exam
0231,0232,0241,0243,no_exam,no_exam,no_exam,no_exam,no_exam
0365,0368,0375,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0155,0199,0200,0201,0241,0373,no_exam,no_exam,no_exam
0001,0193,0230,0377,no_exam,no_exam,no_exam,no_exam,no_exam
0058,0079,0080,0086,0094,0101,0289,no_exam,no_exam
0001,0030,0036,0044,0229,0267,no_exam,no_exam,no_exam
0346,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0306,0318,0365,0375,no_exam,no_exam,no_exam,no_exam,no_exam
0226,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0225,0226,0232,0245,no_exam,no_exam,no_exam,no_exam,no_exam
0199,0200,0201,0206,0241,no_exam,no_exam,no_exam,no_exam
0191,0193,0377,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0339,0344,0345,0346,no_exam,no_exam,no_exam,no_exam,no_exam
0002,0030,0032,0035,0036,0044,0224,no_exam,no_exam
0076,0089,0094,0098,0267,0275,no_exam,no_exam,no_exam
0231,0232,0234,0237,no_exam,no_exam,no_exam,no_exam,no_exam
0058,0191,0193,0230,0377,no_exam,no_exam,no_exam,no_exam
0109,0116,0118,0119,0285,no_exam,no_exam,no_exam,no_exam
0078,0313,0335,0366,no_exam,no_exam,no_exam,no_exam,no_exam
0080,0090,0092,0095,0097,no_exam,no_exam,no_exam,no_exam
0310,0313,0314,0315,no_exam,no_exam,no_exam,no_exam,no_exam
0225,0226,0232,0241,no_exam,no_exam,no_exam,no_exam,no_exam
0003,0004,0031,0229,0361,no_exam,no_exam,no_exam,no_exam
0118,0121,0125,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0231,0234,0237,0243,no_exam,no_exam,no_exam,no_exam,no_exam
0027,0124,0127,0285,no_exam,no_exam,no_exam,no_exam,no_exam
0231,0232,0234,0237,no_exam,no_exam,no_exam,no_exam,no_exam
0231,0234,0241,0335,no_exam,no_exam,no_exam,no_exam,no_exam
0154,0199,0200,0201,0204,0241,0373,no_exam,no_exam
0030,0031,0042,0274,0281,no_exam,no_exam,no_exam,no_exam
0231,0236,0239,0242,no_exam,no_exam,no_exam,no_exam,no_exam
0365,0369,0373,0374,no_exam,no_exam,no_exam,no_exam,no_exam
0231,0232,0251,0252,no_exam,no_exam,no_exam,no_exam,no_exam
0267,0296,0297,0302,0303,0306,no_exam,no_exam,no_exam
0057,0059,0064,0066,0068,no_exam,no_exam,no_exam,no_exam
0072,0138,0143,0155,0204,no_exam,no_exam,no_exam,no_exam
0310,0313,0314,0318,no_exam,no_exam,no_exam,no_exam,no_exam
0114,0124,0127,0129,0282,no_exam,no_exam,no_exam,no_exam
0031,0036,0044,0229,no_exam,no_exam,no_exam,no_exam,no_exam
0028,0030,0031,0143,no_exam,no_exam,no_exam,no_exam,no_exam
0003,0004,0229,0323,0361,no_exam,no_exam,no_exam,no_exam
0369,0374,0378,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0008,0077,0080,0089,0102,0267,no_exam,no_exam,no_exam
0072,0083,0086,0099,0204,no_exam,no_exam,no_exam,no_exam
0021,0365,0368,0374,no_exam,no_exam,no_exam,no_exam,no_exam
0295,0296,0300,0303,no_exam,no_exam,no_exam,no_exam,no_exam
0220,0221,0222,0223,no_exam,no_exam,no_exam,no_exam,no_exam
0001,0028,0036,0044,0341,0350,0351,no_exam,no_exam
0030,0036,0041,0042,no_exam,no_exam,no_exam,no_exam,no_exam
0004,0041,0289,0340,0341,0362,no_exam,no_exam,no_exam
0021,0199,0200,0201,0202,no_exam,no_exam,no_exam,no_exam
0199,0200,0201,0202,0206,no_exam,no_exam,no_exam,no_exam
0041,0042,0048,0049,no_exam,no_exam,no_exam,no_exam,no_exam
0036,0039,0040,0041,no_exam,no_exam,no_exam,no_exam,no_exam
0231,0232,0239,0253,0254,no_exam,no_exam,no_exam,no_exam
0026,0030,0031,0036,0044,no_exam,no_exam,no_exam,no_exam
0013,0014,0018,0020,no_exam,no_exam,no_exam,no_exam,no_exam
0013,0014,0017,0018,0019,0020,no_exam,no_exam,no_exam
0231,0234,0236,0237,no_exam,no_exam,no_exam,no_exam,no_exam
0076,0313,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0003,0004,0229,0341,no_exam,no_exam,no_exam,no_exam,no_exam
0031,0036,0041,0060,no_exam,no_exam,no_exam,no_exam,no_exam
0001,0231,0234,0250,no_exam,no_exam,no_exam,no_exam,no_exam
0036,0041,0042,0283,no_exam,no_exam,no_exam,no_exam,no_exam
0155,0199,0200,0201,0204,no_exam,no_exam,no_exam,no_exam
0060,0199,0200,0201,0203,no_exam,no_exam,no_exam,no_exam
0231,0238,0239,0241,no_exam,no_exam,no_exam,no_exam,no_exam
0030,0031,0036,0059,0083,no_exam,no_exam,no_exam,no_exam
0036,0037,0038,0268,no_exam,no_exam,no_exam,no_exam,no_exam
0135,0138,0140,0141,0151,0152,no_exam,no_exam,no_exam
0033,0036,0037,0038,no_exam,no_exam,no_exam,no_exam,no_exam
0031,0043,0273,0278,0281,no_exam,no_exam,no_exam,no_exam
0043,0272,0273,0281,no_exam,no_exam,no_exam,no_exam,no_exam
0142,0199,0200,0201,0206,no_exam,no_exam,no_exam,no_exam
0231,0232,0243,0249,no_exam,no_exam,no_exam,no_exam,no_exam
0276,0277,0279,0280,no_exam,no_exam,no_exam,no_exam,no_exam
0282,0344,0345,0346,0350,0351,no_exam,no_exam,no_exam
0031,0036,0044,0361,no_exam,no_exam,no_exam,no_exam,no_exam
0030,0036,0042,0271,0281,no_exam,no_exam,no_exam,no_exam
0025,0172,0231,0234,no_exam,no_exam,no_exam,no_exam,no_exam
0072,0076,0080,0089,0366,no_exam,no_exam,no_exam,no_exam
0225,0226,0232,0239,no_exam,no_exam,no_exam,no_exam,no_exam
0075,0080,0086,0101,0204,no_exam,no_exam,no_exam,no_exam
0186,0199,0200,0201,0202,no_exam,no_exam,no_exam,no_exam
0231,0232,0238,0243,no_exam,no_exam,no_exam,no_exam,no_exam
0088,0199,0200,0201,0257,no_exam,no_exam,no_exam,no_exam
0080,0373,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0079,0087,0090,0313,no_exam,no_exam,no_exam,no_exam,no_exam
0199,0200,0201,0202,0373,no_exam,no_exam,no_exam,no_exam
0199,0200,0201,0202,0241,0263,no_exam,no_exam,no_exam
0060,0066,0068,0089,no_exam,no_exam,no_exam,no_exam,no_exam
0047,0049,0348,0351,no_exam,no_exam,no_exam,no_exam,no_exam
0085,0135,0154,0257,no_exam,no_exam,no_exam,no_exam,no_exam
0003,0004,0229,0268,no_exam,no_exam,no_exam,no_exam,no_exam
0199,0200,0201,0203,no_exam,no_exam,no_exam,no_exam,no_exam
0199,0200,0201,0204,no_exam,no_exam,no_exam,no_exam,no_exam
0078,0080,0089,0102,0267,no_exam,no_exam,no_exam,no_exam
0199,0200,0201,0203,0204,no_exam,no_exam,no_exam,no_exam
0313,0314,0318,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0231,0233,0239,0253,0254,no_exam,no_exam,no_exam,no_exam
0075,0092,0139,0145,0146,0149,no_exam,no_exam,no_exam
0058,0064,0065,0278,no_exam,no_exam,no_exam,no_exam,no_exam
0036,0041,0044,0241,no_exam,no_exam,no_exam,no_exam,no_exam
0080,0085,0097,0134,no_exam,no_exam,no_exam,no_exam,no_exam
0036,0041,0042,0268,no_exam,no_exam,no_exam,no_exam,no_exam
0033,0047,0269,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0074,0083,0085,0099,0262,no_exam,no_exam,no_exam,no_exam
0075,0076,0090,0096,0225,no_exam,no_exam,no_exam,no_exam
0058,0062,0064,0065,0136,no_exam,no_exam,no_exam,no_exam
0269,0344,0345,0350,0351,no_exam,no_exam,no_exam,no_exam
0026,0030,0032,0036,0037,0038,no_exam,no_exam,no_exam
0008,0287,0288,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0041,0042,0066,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0231,0238,0241,0242,no_exam,no_exam,no_exam,no_exam,no_exam
0031,0036,0044,0229,no_exam,no_exam,no_exam,no_exam,no_exam
0003,0004,0030,0229,no_exam,no_exam,no_exam,no_exam,no_exam
0036,0044,0229,0361,no_exam,no_exam,no_exam,no_exam,no_exam
0003,0004,0229,0323,no_exam,no_exam,no_exam,no_exam,no_exam
0172,0231,0234,0241,no_exam,no_exam,no_exam,no_exam,no_exam
0231,0232,0250,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0199,0200,0201,0204,0373,no_exam,no_exam,no_exam,no_exam
0173,0231,0234,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0033,0036,0041,0044,no_exam,no_exam,no_exam,no_exam,no_exam
0037,0046,0047,0269,no_exam,no_exam,no_exam,no_exam,no_exam
0295,0297,0302,0303,no_exam,no_exam,no_exam,no_exam,no_exam
0036,0039,0040,0041,no_exam,no_exam,no_exam,no_exam,no_exam
0036,0039,0041,0042,no_exam,no_exam,no_exam,no_exam,no_exam
0059,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0115,0119,0130,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0199,0200,0201,0202,0204,no_exam,no_exam,no_exam,no_exam
0030,0036,0042,0044,0229,no_exam,no_exam,no_exam,no_exam
0003,0004,0031,0229,no_exam,no_exam,no_exam,no_exam,no_exam
0084,0087,0199,0200,0201,no_exam,no_exam,no_exam,no_exam
0174,0231,0241,0243,no_exam,no_exam,no_exam,no_exam,no_exam
0116,0118,0282,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0048,0049,0362,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0057,0063,0064,0065,no_exam,no_exam,no_exam,no_exam,no_exam
0033,0049,0269,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0036,0037,0038,0281,no_exam,no_exam,no_exam,no_exam,no_exam
0033,0049,0269,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0199,0200,0201,0203,0257,no_exam,no_exam,no_exam,no_exam
0030,0033,0036,0039,0040,no_exam,no_exam,no_exam,no_exam
0008,0199,0200,0201,0202,no_exam,no_exam,no_exam,no_exam
0030,0032,0036,0044,0229,0357,0358,0361,no_exam
0086,0199,0200,0201,0242,no_exam,no_exam,no_exam,no_exam
0118,0282,0284,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0231,0234,0238,0242,no_exam,no_exam,no_exam,no_exam,no_exam
0043,0271,0273,0281,no_exam,no_exam,no_exam,no_exam,no_exam
0075,0231,0238,0249,no_exam,no_exam,no_exam,no_exam,no_exam
0004,0031,0036,0044,no_exam,no_exam,no_exam,no_exam,no_exam
0076,0080,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0231,0232,0244,0250,no_exam,no_exam,no_exam,no_exam,no_exam
0036,0039,0040,0042,no_exam,no_exam,no_exam,no_exam,no_exam
0030,0036,0041,0044,0282,no_exam,no_exam,no_exam,no_exam
0001,0036,0041,0042,no_exam,no_exam,no_exam,no_exam,no_exam
0028,0030,0035,0036,0039,0040,no_exam,no_exam,no_exam
0025,0231,0234,0236,no_exam,no_exam,no_exam,no_exam,no_exam
0036,0041,0042,0282,no_exam,no_exam,no_exam,no_exam,no_exam
0269,0341,0356,0357,no_exam,no_exam,no_exam,no_exam,no_exam
0077,0100,0146,0267,no_exam,no_exam,no_exam,no_exam,no_exam
0028,0030,0031,0282,no_exam,no_exam,no_exam,no_exam,no_exam
0003,0004,0038,0229,no_exam,no_exam,no_exam,no_exam,no_exam
0199,0200,0201,0202,0206,no_exam,no_exam,no_exam,no_exam
0231,0232,0243,0267,no_exam,no_exam,no_exam,no_exam,no_exam
0146,0199,0200,0201,0204,no_exam,no_exam,no_exam,no_exam
0339,0346,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0003,0004,0038,0229,no_exam,no_exam,no_exam,no_exam,no_exam
0142,0199,0200,0201,0204,no_exam,no_exam,no_exam,no_exam
0059,0061,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0003,0004,0146,0229,0361,no_exam,no_exam,no_exam,no_exam
0001,0028,0030,0032,0350,0351,no_exam,no_exam,no_exam
0191,0283,0341,0366,no_exam,no_exam,no_exam,no_exam,no_exam
0004,0229,0269,0323,no_exam,no_exam,no_exam,no_exam,no_exam
0003,0004,0040,0229,no_exam,no_exam,no_exam,no_exam,no_exam
0231,0236,0237,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0036,0044,0341,0361,no_exam,no_exam,no_exam,no_exam,no_exam
0057,0074,0135,0138,0143,0152,no_exam,no_exam,no_exam
0036,0039,0040,0041,no_exam,no_exam,no_exam,no_exam,no_exam
0001,0036,0044,0229,no_exam,no_exam,no_exam,no_exam,no_exam
0003,0004,0055,0229,no_exam,no_exam,no_exam,no_exam,no_exam
0086,0142,0241,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0003,0004,0038,0229,no_exam,no_exam,no_exam,no_exam,no_exam
0027,0063,0066,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0175,0231,0232,0234,no_exam,no_exam,no_exam,no_exam,no_exam
0003,0004,0031,0229,no_exam,no_exam,no_exam,no_exam,no_exam
0199,0200,0201,0204,0370,no_exam,no_exam,no_exam,no_exam
0036,0044,0229,0289,no_exam,no_exam,no_exam,no_exam,no_exam
0076,0085,0136,0139,0146,no_exam,no_exam,no_exam,no_exam
0002,0191,0341,0366,no_exam,no_exam,no_exam,no_exam,no_exam
0003,0004,0005,0229,no_exam,no_exam,no_exam,no_exam,no_exam
0013,0014,0016,0018,0019,0020,no_exam,no_exam,no_exam
0036,0039,0040,0041,no_exam,no_exam,no_exam,no_exam,no_exam
0172,0231,0234,0237,no_exam,no_exam,no_exam,no_exam,no_exam
0036,0041,0042,0320,no_exam,no_exam,no_exam,no_exam,no_exam
0231,0237,0239,0241,no_exam,no_exam,no_exam,no_exam,no_exam
0035,0036,0041,0042,no_exam,no_exam,no_exam,no_exam,no_exam
0003,0004,0030,0229,0361,no_exam,no_exam,no_exam,no_exam
0199,0200,0201,0202,no_exam,no_exam,no_exam,no_exam,no_exam
0003,0004,0005,0229,no_exam,no_exam,no_exam,no_exam,no_exam
0344,0345,0350,0351,0362,no_exam,no_exam,no_exam,no_exam
0146,0231,0234,0243,no_exam,no_exam,no_exam,no_exam,no_exam
0033,0036,0037,0038,no_exam,no_exam,no_exam,no_exam,no_exam
0001,0047,0049,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0080,0089,0090,0095,0367,no_exam,no_exam,no_exam,no_exam
0231,0237,0241,0253,0254,no_exam,no_exam,no_exam,no_exam
0001,0023,0026,0336,no_exam,no_exam,no_exam,no_exam,no_exam
0086,0135,0138,0151,0152,no_exam,no_exam,no_exam,no_exam
0031,0033,0036,0044,no_exam,no_exam,no_exam,no_exam,no_exam
0004,0229,0352,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0059,0060,0306,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0030,0036,0037,0038,0133,0135,no_exam,no_exam,no_exam
0270,0369,0375,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0269,0289,0344,0345,0346,no_exam,no_exam,no_exam,no_exam
0155,0199,0200,0201,0267,no_exam,no_exam,no_exam,no_exam
0231,0232,0234,0248,no_exam,no_exam,no_exam,no_exam,no_exam
0013,0014,0016,0019,no_exam,no_exam,no_exam,no_exam,no_exam
0030,0032,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0003,0004,0229,0323,no_exam,no_exam,no_exam,no_exam,no_exam
0231,0232,0243,0250,no_exam,no_exam,no_exam,no_exam,no_exam
0001,0036,0041,0042,no_exam,no_exam,no_exam,no_exam,no_exam
0191,0193,0377,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0022,0084,0085,0093,0099,0146,no_exam,no_exam,no_exam
0321,0329,0334,0348,no_exam,no_exam,no_exam,no_exam,no_exam
0028,0030,0035,0036,0039,0040,no_exam,no_exam,no_exam
0003,0004,0040,0229,0361,no_exam,no_exam,no_exam,no_exam
0004,0269,0344,0345,no_exam,no_exam,no_exam,no_exam,no_exam
0003,0004,0031,0229,no_exam,no_exam,no_exam,no_exam,no_exam
0030,0031,0042,0278,0281,no_exam,no_exam,no_exam,no_exam
0036,0037,0038,0229,no_exam,no_exam,no_exam,no_exam,no_exam
0001,0029,0049,0269,0323,no_exam,no_exam,no_exam,no_exam
0231,0232,0236,0243,no_exam,no_exam,no_exam,no_exam,no_exam
