exam1,exam2,exam3,exam4,exam5,exam6,exam7,exam8
0501,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0022,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0003,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0206,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0201,0420,0575,no_exam,no_exam,no_exam,no_exam,no_exam
0451,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0243,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0022,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0517,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0149,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0065,0072,0105,no_exam,no_exam,no_exam,no_exam,no_exam
0132,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0077,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0401,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0608,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0314,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0372,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0248,0271,0451,no_exam,no_exam,no_exam,no_exam,no_exam
0247,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0524,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0183,0184,0581,no_exam,no_exam,no_exam,no_exam,no_exam
0155,0156,0514,no_exam,no_exam,no_exam,no_exam,no_exam
0149,0419,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0519,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0172,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0604,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0215,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0417,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0170,0171,0568,no_exam,no_exam,no_exam,no_exam,no_exam
0063,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0053,0056,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0310,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0155,0269,0281,no_exam,no_exam,no_exam,no_exam,no_exam
0471,0595,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0261,0447,0608,no_exam,no_exam,no_exam,no_exam,no_exam
0438,0447,0456,0463,0485,no_exam,no_exam,no_exam
0491,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0195,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0245,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0574,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0004,0171,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0169,0183,0184,no_exam,no_exam,no_exam,no_exam,no_exam
0490,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0606,0607,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0261,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0225,0227,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0183,0184,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0452,0608,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0331,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0312,0602,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0577,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0062,0383,0513,no_exam,no_exam,no_exam,no_exam,no_exam
0331,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0200,0205,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0243,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0099,0111,0384,no_exam,no_exam,no_exam,no_exam,no_exam
0248,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0457,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0252,0253,0258,no_exam,no_exam,no_exam,no_exam,no_exam
0257,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0189,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0245,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0574,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0196,0198,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0148,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0574,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0111,0574,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0433,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0196,0202,0203,no_exam,no_exam,no_exam,no_exam,no_exam
0196,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0099,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0251,0252,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0170,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0255,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0098,0238,0352,no_exam,no_exam,no_exam,no_exam,no_exam
0061,0556,0561,0598,no_exam,no_exam,no_exam,no_exam
0131,0134,0248,0254,no_exam,no_exam,no_exam,no_exam
0574,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0581,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0130,0302,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0141,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0141,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0302,0535,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0271,0420,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0210,0211,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0265,0270,0272,no_exam,no_exam,no_exam,no_exam,no_exam
0270,0273,0290,no_exam,no_exam,no_exam,no_exam,no_exam
0586,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0034,0338,0492,0615,no_exam,no_exam,no_exam,no_exam
0513,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0458,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0581,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0331,0516,0518,no_exam,no_exam,no_exam,no_exam,no_exam
0193,0209,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0186,0437,0451,no_exam,no_exam,no_exam,no_exam,no_exam
0261,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0172,0451,0463,no_exam,no_exam,no_exam,no_exam,no_exam
0181,0339,0568,no_exam,no_exam,no_exam,no_exam,no_exam
0172,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0277,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0022,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0304,0305,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0240,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0486,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0265,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0115,0406,0595,no_exam,no_exam,no_exam,no_exam,no_exam
0133,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0003,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0484,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0526,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0451,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0155,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0257,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0261,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0151,0155,0156,no_exam,no_exam,no_exam,no_exam,no_exam
0094,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0607,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0098,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0384,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0261,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0287,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0257,0572,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0243,0247,0249,0599,no_exam,no_exam,no_exam,no_exam
0485,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0003,0048,0238,0297,no_exam,no_exam,no_exam,no_exam
0140,0203,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0513,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0437,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0199,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0331,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0331,0448,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0394,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0259,0278,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0009,0011,0012,0353,0466,no_exam,no_exam,no_exam
0440,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0172,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0449,0451,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0314,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0169,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0169,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0608,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0003,0051,0219,no_exam,no_exam,no_exam,no_exam,no_exam
0064,0066,0336,0356,0449,no_exam,no_exam,no_exam
0029,0613,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0194,0206,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0131,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0437,0446,0456,0594,no_exam,no_exam,no_exam,no_exam
0136,0171,0258,0260,0263,0274,0447,no_exam
0420,0579,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0027,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0458,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0137,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0111,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0306,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0574,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0010,0011,0331,no_exam,no_exam,no_exam,no_exam,no_exam
0325,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0061,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0574,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0149,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0005,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0225,0227,0229,0230,no_exam,no_exam,no_exam,no_exam
0067,0155,0354,0513,no_exam,no_exam,no_exam,no_exam
0137,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0140,0485,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0169,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0606,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0441,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0134,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0111,0574,0608,no_exam,no_exam,no_exam,no_exam,no_exam
0454,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0253,0276,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0145,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0420,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0587,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0513,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0153,0155,0244,no_exam,no_exam,no_exam,no_exam,no_exam
0491,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0137,0144,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0523,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0396,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0574,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0485,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0487,0535,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0240,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0578,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
