exam1,exam2,exam3,exam4,exam5,exam6,exam7
0027,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0011,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0042,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0005,0007,no_exam,no_exam,no_exam,no_exam,no_exam
0215,0220,no_exam,no_exam,no_exam,no_exam,no_exam
0115,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0222,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0069,0254,no_exam,no_exam,no_exam,no_exam,no_exam
0015,0220,no_exam,no_exam,no_exam,no_exam,no_exam
0014,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0083,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0111,0112,no_exam,no_exam,no_exam,no_exam,no_exam
0107,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0011,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0025,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0068,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0042,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0072,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0007,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0068,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0006,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0039,0233,0239,no_exam,no_exam,no_exam,no_exam
0074,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0231,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0015,0068,no_exam,no_exam,no_exam,no_exam,no_exam
0245,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0100,0258,no_exam,no_exam,no_exam,no_exam,no_exam
0038,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0077,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0189,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0015,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0247,0249,no_exam,no_exam,no_exam,no_exam,no_exam
0006,0216,0231,no_exam,no_exam,no_exam,no_exam
0049,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0176,0180,no_exam,no_exam,no_exam,no_exam,no_exam
0186,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0049,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0222,0224,no_exam,no_exam,no_exam,no_exam,no_exam
0186,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0107,0108,0180,0182,no_exam,no_exam,no_exam
0107,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0173,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0196,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0154,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0027,0052,0053,0173,0233,no_exam,no_exam
0111,0113,0215,no_exam,no_exam,no_exam,no_exam
0049,0250,0252,no_exam,no_exam,no_exam,no_exam
0011,0085,no_exam,no_exam,no_exam,no_exam,no_exam
0218,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0163,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0135,0136,0137,0138,no_exam,no_exam,no_exam
0081,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0068,0252,no_exam,no_exam,no_exam,no_exam,no_exam
0154,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0260,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0101,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0177,0182,0183,0215,no_exam,no_exam,no_exam
0220,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0110,0115,0139,0140,0141,no_exam,no_exam
0110,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0098,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0015,0030,0033,0038,0184,no_exam,no_exam
0176,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0061,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0023,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0243,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0193,0216,0219,0220,no_exam,no_exam,no_exam
0234,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0042,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0011,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0081,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0068,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0195,0197,no_exam,no_exam,no_exam,no_exam,no_exam
0194,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0211,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0011,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0145,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0114,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0114,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0220,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0028,0053,0184,no_exam,no_exam,no_exam,no_exam
0147,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0041,0111,0113,no_exam,no_exam,no_exam,no_exam
0154,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0030,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0065,0108,0162,no_exam,no_exam,no_exam,no_exam
0218,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0237,0238,no_exam,no_exam,no_exam,no_exam,no_exam
0164,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0115,0140,0151,no_exam,no_exam,no_exam,no_exam
0075,0119,0152,no_exam,no_exam,no_exam,no_exam
0013,0014,no_exam,no_exam,no_exam,no_exam,no_exam
0071,0194,0199,no_exam,no_exam,no_exam,no_exam
0034,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0193,0256,no_exam,no_exam,no_exam,no_exam,no_exam
0097,0100,no_exam,no_exam,no_exam,no_exam,no_exam
0139,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0047,0168,0253,no_exam,no_exam,no_exam,no_exam
0254,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0101,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0107,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0101,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0190,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0222,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0145,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0004,0085,no_exam,no_exam,no_exam,no_exam,no_exam
0163,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0250,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0189,0254,no_exam,no_exam,no_exam,no_exam,no_exam
0001,0191,0193,no_exam,no_exam,no_exam,no_exam
0042,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0226,0230,0253,no_exam,no_exam,no_exam,no_exam
0025,0160,0249,no_exam,no_exam,no_exam,no_exam
0069,0161,0162,0203,no_exam,no_exam,no_exam
0071,0196,no_exam,no_exam,no_exam,no_exam,no_exam
0157,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0006,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0029,0036,no_exam,no_exam,no_exam,no_exam,no_exam
0052,0055,0059,0174,0198,no_exam,no_exam
0240,0241,0243,no_exam,no_exam,no_exam,no_exam
0089,0092,0134,no_exam,no_exam,no_exam,no_exam
0226,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0006,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0207,0209,no_exam,no_exam,no_exam,no_exam,no_exam
0225,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0183,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0072,0174,0233,no_exam,no_exam,no_exam,no_exam
0093,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0195,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0145,0237,0238,no_exam,no_exam,no_exam,no_exam
0081,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0118,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0074,0075,0181,no_exam,no_exam,no_exam,no_exam
0066,0163,no_exam,no_exam,no_exam,no_exam,no_exam
0191,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0089,0160,no_exam,no_exam,no_exam,no_exam,no_exam
0158,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0199,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0046,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0193,0218,0222,0224,no_exam,no_exam,no_exam
0214,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0071,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0089,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0248,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0025,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0182,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0260,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0250,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0163,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0069,0202,0210,0211,0212,no_exam,no_exam
0163,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0190,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0024,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0222,0224,no_exam,no_exam,no_exam,no_exam,no_exam
0044,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0103,0105,0108,no_exam,no_exam,no_exam,no_exam
0144,0214,no_exam,no_exam,no_exam,no_exam,no_exam
0204,0210,0211,0212,no_exam,no_exam,no_exam
0008,0084,0087,0093,no_exam,no_exam,no_exam
0229,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0089,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0115,0174,0233,no_exam,no_exam,no_exam,no_exam
0101,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0104,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0156,0164,0211,0212,no_exam,no_exam,no_exam
0163,0167,no_exam,no_exam,no_exam,no_exam,no_exam
0150,0151,0163,0234,no_exam,no_exam,no_exam
0123,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0247,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0088,0089,0090,0184,no_exam,no_exam,no_exam
0026,0058,0074,no_exam,no_exam,no_exam,no_exam
0207,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0108,0187,0256,no_exam,no_exam,no_exam,no_exam
0056,0061,no_exam,no_exam,no_exam,no_exam,no_exam
0044,0111,no_exam,no_exam,no_exam,no_exam,no_exam
0161,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0216,0227,no_exam,no_exam,no_exam,no_exam,no_exam
0093,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0026,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0132,0133,no_exam,no_exam,no_exam,no_exam,no_exam
0209,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0042,0161,0168,no_exam,no_exam,no_exam,no_exam
0013,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0164,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0220,0231,no_exam,no_exam,no_exam,no_exam,no_exam
0161,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0111,0114,no_exam,no_exam,no_exam,no_exam,no_exam
0144,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0161,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0031,0111,0118,no_exam,no_exam,no_exam,no_exam
0229,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0032,0234,no_exam,no_exam,no_exam,no_exam,no_exam
0096,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0168,0250,no_exam,no_exam,no_exam,no_exam,no_exam
0032,0039,0041,0110,no_exam,no_exam,no_exam
0080,0154,no_exam,no_exam,no_exam,no_exam,no_exam
0149,0151,0167,no_exam,no_exam,no_exam,no_exam
0189,0204,0206,0208,no_exam,no_exam,no_exam
0077,0078,no_exam,no_exam,no_exam,no_exam,no_exam
0168,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0207,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0099,0189,no_exam,no_exam,no_exam,no_exam,no_exam
0030,0073,no_exam,no_exam,no_exam,no_exam,no_exam
0169,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0104,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0047,0133,0252,no_exam,no_exam,no_exam,no_exam
0208,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0209,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0014,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0008,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0093,0250,no_exam,no_exam,no_exam,no_exam,no_exam
0250,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0050,0210,0246,no_exam,no_exam,no_exam,no_exam
0162,0163,no_exam,no_exam,no_exam,no_exam,no_exam
0218,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0047,0101,0105,0247,no_exam,no_exam,no_exam
0064,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0154,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0231,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0160,0206,no_exam,no_exam,no_exam,no_exam,no_exam
0162,0163,0168,no_exam,no_exam,no_exam,no_exam
0163,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0069,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0207,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0001,0081,0246,0250,no_exam,no_exam,no_exam
0229,0253,no_exam,no_exam,no_exam,no_exam,no_exam
0084,0154,no_exam,no_exam,no_exam,no_exam,no_exam
0041,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0224,0229,no_exam,no_exam,no_exam,no_exam,no_exam
0124,0125,0128,no_exam,no_exam,no_exam,no_exam
0207,0213,no_exam,no_exam,no_exam,no_exam,no_exam
0072,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0086,0087,0089,no_exam,no_exam,no_exam,no_exam
0225,0227,no_exam,no_exam,no_exam,no_exam,no_exam
0090,0091,0092,0133,no_exam,no_exam,no_exam
0004,0008,0009,0113,no_exam,no_exam,no_exam
0231,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0014,0019,no_exam,no_exam,no_exam,no_exam,no_exam
0046,0169,no_exam,no_exam,no_exam,no_exam,no_exam
0094,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0046,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0253,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0031,0034,no_exam,no_exam,no_exam,no_exam,no_exam
0044,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0021,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0094,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0025,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0019,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0007,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0108,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0099,0121,no_exam,no_exam,no_exam,no_exam,no_exam
0007,0086,no_exam,no_exam,no_exam,no_exam,no_exam
0214,0249,no_exam,no_exam,no_exam,no_exam,no_exam
0068,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0120,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0101,0103,0254,no_exam,no_exam,no_exam,no_exam
0072,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0081,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0169,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0158,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0219,0247,0251,no_exam,no_exam,no_exam,no_exam
0008,0009,0092,0207,no_exam,no_exam,no_exam
0167,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0112,0113,0114,no_exam,no_exam,no_exam,no_exam
0056,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0044,0107,no_exam,no_exam,no_exam,no_exam,no_exam
0005,0008,0087,no_exam,no_exam,no_exam,no_exam
0133,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0116,0117,0176,0236,0237,no_exam,no_exam
0007,0008,0009,0010,0206,no_exam,no_exam
0012,0072,0158,no_exam,no_exam,no_exam,no_exam
0005,0006,0007,0008,0009,no_exam,no_exam
0135,0161,no_exam,no_exam,no_exam,no_exam,no_exam
0161,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0086,0088,0089,0092,no_exam,no_exam,no_exam
0038,0220,no_exam,no_exam,no_exam,no_exam,no_exam
0099,0106,no_exam,no_exam,no_exam,no_exam,no_exam
0017,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0008,0009,0010,0113,no_exam,no_exam,no_exam
0006,0226,0231,no_exam,no_exam,no_exam,no_exam
0006,0093,no_exam,no_exam,no_exam,no_exam,no_exam
0260,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0057,0111,0118,0215,no_exam,no_exam,no_exam
0206,0207,no_exam,no_exam,no_exam,no_exam,no_exam
0032,0034,no_exam,no_exam,no_exam,no_exam,no_exam
0040,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0100,0197,no_exam,no_exam,no_exam,no_exam,no_exam
0038,0219,no_exam,no_exam,no_exam,no_exam,no_exam
0225,0227,no_exam,no_exam,no_exam,no_exam,no_exam
0005,0007,0008,0010,0210,no_exam,no_exam
0228,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0011,0088,0092,0154,no_exam,no_exam,no_exam
0165,0207,no_exam,no_exam,no_exam,no_exam,no_exam
0031,0040,0111,no_exam,no_exam,no_exam,no_exam
0020,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0072,0112,0196,0200,no_exam,no_exam,no_exam
0073,0075,no_exam,no_exam,no_exam,no_exam,no_exam
0108,0194,0196,no_exam,no_exam,no_exam,no_exam
0011,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0019,0231,0259,no_exam,no_exam,no_exam,no_exam
0103,0229,no_exam,no_exam,no_exam,no_exam,no_exam
0050,0081,0115,0116,0174,no_exam,no_exam
0044,0150,0190,no_exam,no_exam,no_exam,no_exam
0111,0115,0120,0144,no_exam,no_exam,no_exam
0114,0119,no_exam,no_exam,no_exam,no_exam,no_exam
0231,0249,no_exam,no_exam,no_exam,no_exam,no_exam
0155,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0007,0093,0259,no_exam,no_exam,no_exam,no_exam
0247,0250,no_exam,no_exam,no_exam,no_exam,no_exam
0044,0111,0113,0115,no_exam,no_exam,no_exam
0049,0158,0164,0171,no_exam,no_exam,no_exam
0089,0090,0092,0196,no_exam,no_exam,no_exam
0037,0144,no_exam,no_exam,no_exam,no_exam,no_exam
0008,0009,0010,0203,no_exam,no_exam,no_exam
0018,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0087,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0006,0007,0008,0010,0248,no_exam,no_exam
0004,0007,0086,0087,no_exam,no_exam,no_exam
0182,0183,0221,0230,no_exam,no_exam,no_exam
0101,0113,0140,0151,no_exam,no_exam,no_exam
0088,0156,0167,no_exam,no_exam,no_exam,no_exam
0085,0086,0089,0092,no_exam,no_exam,no_exam
0098,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0025,0109,0163,no_exam,no_exam,no_exam,no_exam
0031,0033,0038,no_exam,no_exam,no_exam,no_exam
0005,0007,0008,0010,0087,no_exam,no_exam
0036,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0044,0046,0188,0260,no_exam,no_exam,no_exam
0229,0252,0253,no_exam,no_exam,no_exam,no_exam
0006,0007,0203,no_exam,no_exam,no_exam,no_exam
0147,0151,no_exam,no_exam,no_exam,no_exam,no_exam
0005,0008,0009,0010,0151,no_exam,no_exam
0253,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0114,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0230,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0108,0109,0220,no_exam,no_exam,no_exam,no_exam
0168,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0111,0144,0150,0151,no_exam,no_exam,no_exam
0219,0248,no_exam,no_exam,no_exam,no_exam,no_exam
0196,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0058,0118,no_exam,no_exam,no_exam,no_exam,no_exam
0240,0241,no_exam,no_exam,no_exam,no_exam,no_exam
0143,0189,0191,no_exam,no_exam,no_exam,no_exam
0109,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0079,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0079,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0123,0124,0125,no_exam,no_exam,no_exam,no_exam
0220,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0113,0114,0188,0191,no_exam,no_exam,no_exam
0042,0111,0113,no_exam,no_exam,no_exam,no_exam
0004,0008,0010,0092,no_exam,no_exam,no_exam
0260,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0158,0159,no_exam,no_exam,no_exam,no_exam,no_exam
0144,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0099,0165,0210,no_exam,no_exam,no_exam,no_exam
0188,0247,no_exam,no_exam,no_exam,no_exam,no_exam
0169,0170,0212,no_exam,no_exam,no_exam,no_exam
0045,0046,0211,no_exam,no_exam,no_exam,no_exam
0196,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0115,0234,no_exam,no_exam,no_exam,no_exam,no_exam
0179,0183,no_exam,no_exam,no_exam,no_exam,no_exam
0031,0112,no_exam,no_exam,no_exam,no_exam,no_exam
0111,0116,no_exam,no_exam,no_exam,no_exam,no_exam
0094,0096,0124,no_exam,no_exam,no_exam,no_exam
0215,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0247,0248,no_exam,no_exam,no_exam,no_exam,no_exam
0115,0144,0147,no_exam,no_exam,no_exam,no_exam
0171,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0216,0219,0220,0249,no_exam,no_exam,no_exam
0207,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0197,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0108,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0004,0008,0009,0019,0203,no_exam,no_exam
0158,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0079,0099,0101,0108,no_exam,no_exam,no_exam
0005,0008,0245,no_exam,no_exam,no_exam,no_exam
0220,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0108,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0240,0243,no_exam,no_exam,no_exam,no_exam,no_exam
0006,0008,0010,0086,0092,0210,no_exam
0100,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0101,0162,no_exam,no_exam,no_exam,no_exam,no_exam
0038,0111,0141,no_exam,no_exam,no_exam,no_exam
0199,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0099,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0073,0101,0180,no_exam,no_exam,no_exam,no_exam
0089,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0194,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0007,0008,0009,0010,no_exam,no_exam,no_exam
0014,0183,no_exam,no_exam,no_exam,no_exam,no_exam
0147,0150,no_exam,no_exam,no_exam,no_exam,no_exam
0220,0228,no_exam,no_exam,no_exam,no_exam,no_exam
0008,0010,0113,no_exam,no_exam,no_exam,no_exam
0004,0005,0006,no_exam,no_exam,no_exam,no_exam
0008,0010,0087,0088,0113,no_exam,no_exam
0226,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0144,0150,0151,no_exam,no_exam,no_exam,no_exam
0085,0086,0092,no_exam,no_exam,no_exam,no_exam
